Weight, Height, Type of Sportsman
108.4104,2.032, {'basketball player'}
102.06,2.032, {'basketball player'}
102.96719999999999,1.9558, {'other'}
86.184,1.905, {'golf player'}
96.0,1.86, {'rugby player'}
90.72,1.8542, {'other'}
100.0,1.75, {'other'}
66.2256,1.524, {'swimmer'}
97.524,1.9812, {'basketball player'}
88.452,1.8796, {'martial artist'}
92.988,1.8034, {'other'}
125.0,1.9, {'rugby player'}
121.0,1.84, {'rugby player'}
71.0,1.71, {'other'}
72.0,1.8, {'shooter'}
70.0,1.78, {'other'}
80.0,1.75, {'rugby player'}
90.0,1.78, {'rugby player'}
88.9056,1.8034, {'other'}
79.38,1.8034, {'basketball player'}
50.0,1.6, {'swimmer'}
80.0,1.78, {'volleyball player'}
81.648,1.8288, {'basketball player'}
96.0,1.83, {'other'}
64.0,1.79, {'swimmer'}
72.0,1.71, {'other'}
68.0,1.73, {'golf player'}
70.0,1.74, {'other'}
83.916,1.8034, {'martial artist'}
73.9368,1.7018, {'rugby player'}
110.0,1.88, {'wrestler'}
70.0,1.69, {'martial artist'}
105.0,0.0, {'other'}
88.9056,1.8796, {'other'}
66.0,1.76, {'volleyball player'}
64.8648,1.651, {'martial artist'}
54.0,1.54, {'other'}
62.0,1.7, {'other'}
104.328,1.8034, {'other'}
101.60469087999999,1.7526, {'rugby player'}
122.0,1.88, {'rugby player'}
60.0,1.66, {'martial artist'}
87.0,1.97, {'volleyball player'}
115.0,1.83, {'rugby player'}
75.7512,1.8034, {'martial artist'}
97.0,1.81, {'wrestler'}
84.0,1.73, {'wrestler'}
72.0,1.77, {'swimmer'}
77.112,1.7272, {'other'}
83.916,1.8034, {'hockey player'}
86.184,1.8034, {'other'}
86.184,1.8542, {'basketball player'}
89.3592,2.0066, {'basketball player'}
77.5656,1.7272, {'other'}
100.69919999999999,1.9812, {'hockey player'}
98.0,1.9, {'rugby player'}
83.916,1.778, {'other'}
94.3488,1.8034, {'other'}
91.0,1.9, {'volleyball player'}
75.0,1.85, {'swimmer'}
83.916,1.8288, {'other'}
107.9568,2.1082, {'basketball player'}
84.27888,1.8542, {'martial artist'}
97.524,1.9558, {'basketball player'}
102.51360000000001,1.9812, {'basketball player'}
63.9576,1.524, {'other'}
88.9056,1.8542, {'other'}
110.0,1.89, {'rugby player'}
73.9368,1.7272, {'other'}
93.8952,1.8542, {'other'}
88.452,1.8288, {'golf player'}
96.1632,2.2098, {'basketball player'}
88.452,1.9558, {'basketball player'}
88.452,1.8288, {'other'}
73.0,1.7, {'rugby player'}
90.0,1.78, {'rugby player'}
88.452,1.9558, {'basketball player'}
88.452,1.9558, {'basketball player'}
84.8232,1.8034, {'hockey player'}
90.72,1.8796, {'golf player'}
112.0,1.95, {'rugby player'}
98.0,1.86, {'rugby player'}
71.2152,1.7526, {'other'}
82.0,1.75, {'rugby player'}
90.72,1.8161, {'martial artist'}
81.648,1.9304, {'hockey player'}
93.0,1.78, {'wrestler'}
88.452,1.9812, {'basketball player'}
69.85322498,1.6764000000000001, {'rugby player'}
85.0,1.85, {'golf player'}
83.916,1.8796, {'martial artist'}
82.55381134,1.8288, {'rugby player'}
86.184,1.9304, {'basketball player'}
90.72,1.8288, {'other'}
86.184,1.8796, {'other'}
95.256,1.905, {'hockey player'}
89.81280000000001,1.9304, {'basketball player'}
97.524,2.0827999999999998, {'basketball player'}
102.0,1.8, {'rugby player'}
99.0,1.92, {'rugby player'}
83.916,1.8288, {'other'}
99.3384,1.8034, {'other'}
108.0,1.85, {'rugby player'}
88.90410451999999,1.778, {'rugby player'}
92.988,1.8796, {'hockey player'}
95.256,2.0066, {'basketball player'}
81.648,1.778, {'hockey player'}
86.184,1.8796, {'basketball player'}
110.0,1.83, {'rugby player'}
81.648,1.8542, {'hockey player'}
102.06,2.032, {'basketball player'}
72.6,1.77, {'rugby player'}
84.8232,1.8796, {'other'}
88.90410451999999,1.778, {'rugby player'}
99.792,1.9558, {'other'}
93.0,1.95, {'volleyball player'}
94.3488,1.905, {'hockey player'}
106.596,1.8796, {'other'}
116.0,1.97, {'rugby player'}
95.0,1.83, {'shooter'}
110.0,2.0, {'volleyball player'}
108.864,1.905, {'other'}
89.81280000000001,1.8288, {'other'}
95.2543977,1.8288, {'rugby player'}
91.17360000000001,1.9558, {'basketball player'}
79.38,1.8542, {'basketball player'}
81.648,1.905, {'basketball player'}
86.6376,1.8034, {'other'}
86.184,1.9812, {'basketball player'}
106.596,2.0066, {'basketball player'}
106.596,1.8796, {'other'}
113.4,2.1082, {'basketball player'}
154.224,1.8796, {'other'}
108.864,2.0827999999999998, {'basketball player'}
90.72,1.8796, {'basketball player'}
127.008,1.8796, {'wrestler'}
81.648,1.7272, {'other'}
149.688,1.9558, {'other'}
77.112,1.524, {'martial artist'}
101.60469087999999,1.83, {'rugby player'}
108.864,2.032, {'basketball player'}
79.38,1.8542, {'hockey player'}
86.184,1.8542, {'hockey player'}
121.5648,1.9304, {'other'}
86.184,1.7907, {'golf player'}
100.0,1.88, {'rugby player'}
61.0,1.63, {'diver'}
65.0,1.83, {'volleyball player'}
120.0,1.93, {'rugby player'}
95.0,1.78, {'rugby player'}
97.524,1.9558, {'basketball player'}
102.0,1.81, {'rugby player'}
79.38,1.8034, {'hockey player'}
70.0,1.7, {'other'}
65.0,1.75, {'other'}
99.792,1.9812, {'hockey player'}
83.916,1.8034, {'hockey player'}
90.72,1.9812, {'basketball player'}
81.648,1.6764000000000001, {'basketball player'}
113.4,1.9558, {'other'}
108.864,1.9304, {'other'}
99.792,1.9812, {'basketball player'}
95.256,1.8034, {'other'}
98.8848,1.905, {'other'}
61.6896,1.651, {'hockey player'}
58.0,1.65, {'swimmer'}
63.0504,1.7018, {'wrestler'}
55.0,1.7, {'other'}
57.1536,1.524, {'other'}
54.0,1.67, {'other'}
87.0,1.87, {'volleyball player'}
92.988,1.8034, {'martial artist'}
81.19439999999999,1.7526, {'hockey player'}
134.2656,1.905, {'other'}
66.2256,1.7526, {'hockey player'}
70.0,1.7, {'rugby player'}
111.0,1.9304, {'rugby player'}
95.256,1.8796, {'other'}
72.576,1.778, {'hockey player'}
66.0,1.74, {'surfer'}
90.72,1.8288, {'other'}
90.72,1.8796, {'hockey player'}
70.308,1.7272, {'martial artist'}
70.0,1.75, {'tennis player'}
89.3592,1.8034, {'hockey player'}
70.308,1.8034, {'basketball player'}
79.8336,1.7526, {'hockey player'}
86.184,1.8034, {'golf player'}
84.3696,1.8288, {'other'}
107.0,1.85, {'rugby player'}
86.184,1.778, {'other'}
48.988800000000005,1.651, {'wrestler'}
117.936,0.0, {'wrestler'}
83.916,1.778, {'other'}
55.0,1.68, {'swimmer'}
57.0,1.524, {'other'}
70.308,1.8288, {'basketball player'}
106.596,2.0066, {'basketball player'}
72.0,1.72, {'other'}
63.504,1.778, {'basketball player'}
89.81280000000001,1.8034, {'other'}
77.112,1.8034, {'hockey player'}
65.0,1.524, {'other'}
72.5,1.778, {'other'}
79.0,1.88, {'volleyball player'}
107.50319999999999,2.0066, {'basketball player'}
81.0,1.8, {'volleyball player'}
107.9568,2.1336, {'basketball player'}
93.44160000000001,2.0066, {'basketball player'}
78.9264,1.8542, {'hockey player'}
111.5856,1.905, {'other'}
56.0,1.54, {'other'}
85.73039999999999,1.9304, {'basketball player'}
68.0,1.72, {'table tennis player'}
39.9168,1.524, {'other'}
47.0,1.57, {'other'}
63.0,1.75, {'swimmer'}
58.968,1.6764000000000001, {'other'}
158.76,1.8796, {'other'}
63.9576,1.6764000000000001, {'other'}
99.792,1.9812, {'basketball player'}
97.524,2.0066, {'basketball player'}
78.9264,1.778, {'hockey player'}
57.0,1.53, {'table tennis player'}
68.0,1.86, {'basketball player'}
97.524,1.9304, {'basketball player'}
43.999199999999995,1.4986000000000002, {'hockey player'}
81.19439999999999,1.8796, {'basketball player'}
65.772,1.7272, {'basketball player'}
60.2,1.68, {'other'}
80.2872,1.7526, {'hockey player'}
54.0,1.73, {'other'}
64.0,1.78, {'water polo player'}
83.0,1.76, {'other'}
95.256,1.8542, {'hockey player'}
74.844,1.524, {'swimmer'}
58.0,1.68, {'other'}
63.0,1.7, {'swimmer'}
75.0,1.85, {'volleyball player'}
91.0,1.87, {'cyclist'}
124.74,2.1082, {'basketball player'}
77.5656,1.7526, {'martial artist'}
86.184,1.9304, {'basketball player'}
92.0808,1.9304, {'basketball player'}
77.112,1.8542, {'basketball player'}
82.1016,1.8034, {'basketball player'}
114.3072,1.8796, {'other'}
108.864,1.8796, {'other'}
93.8952,1.778, {'other'}
92.988,1.8288, {'martial artist'}
81.648,1.8796, {'basketball player'}
79.38,1.8542, {'basketball player'}
77.0,1.91, {'volleyball player'}
63.0,1.8, {'volleyball player'}
63.0,1.8, {'volleyball player'}
71.0,1.73, {'martial artist'}
77.0,1.8, {'swimmer'}
69.0,1.74, {'cyclist'}
120.0,2.0, {'other'}
83.0,1.93, {'other'}
74.0,1.78, {'other'}
83.46239999999999,1.8542, {'basketball player'}
95.0,1.88, {'rugby player'}
110.2248,0.0, {'wrestler'}
92.988,2.0574, {'basketball player'}
77.112,1.8034, {'other'}
106.596,2.0827999999999998, {'basketball player'}
99.792,2.0827999999999998, {'basketball player'}
92.988,1.8542, {'other'}
99.792,1.9304, {'hockey player'}
79.38,1.7526, {'hockey player'}
83.916,1.778, {'hockey player'}
89.0,1.83, {'rugby player'}
100.69919999999999,1.8542, {'other'}
127.008,1.9558, {'basketball player'}
88.452,1.9558, {'basketball player'}
86.184,1.8542, {'other'}
81.648,1.778, {'hockey player'}
77.112,1.8034, {'basketball player'}
79.38,1.8034, {'hockey player'}
83.916,1.8796, {'basketball player'}
78.0,1.78, {'rugby player'}
81.648,1.905, {'basketball player'}
115.668,1.9812, {'basketball player'}
91.17360000000001,1.7526, {'other'}
88.452,1.8288, {'other'}
81.648,1.8288, {'other'}
75.0,1.85, {'other'}
92.988,1.9304, {'other'}
95.256,1.905, {'other'}
92.988,1.8542, {'golf player'}
86.184,2.0066, {'basketball player'}
72.576,1.7272, {'hockey player'}
99.792,1.8288, {'other'}
64.0,1.75, {'swimmer'}
79.38,1.778, {'hockey player'}
83.46239999999999,1.8288, {'hockey player'}
83.0,1.75, {'rugby player'}
99.0,1.9, {'rugby player'}
97.524,2.032, {'basketball player'}
88.452,1.778, {'golf player'}
86.184,1.8542, {'hockey player'}
90.72,1.8288, {'other'}
97.07039999999999,1.8796, {'other'}
90.72,1.8542, {'other'}
72.576,1.7272, {'hockey player'}
89.81280000000001,1.9812, {'basketball player'}
90.72,1.8796, {'other'}
74.844,1.778, {'hockey player'}
73.0,1.73, {'rugby player'}
108.864,2.032, {'basketball player'}
108.77328,2.1082, {'basketball player'}
76.20351816,1.524, {'rugby player'}
108.864,1.8288, {'wrestler'}
77.112,1.8288, {'hockey player'}
95.256,1.8288, {'other'}
63.0,1.72, {'cyclist'}
88.452,1.8542, {'hockey player'}
81.648,1.8034, {'other'}
72.576,1.8288, {'other'}
88.452,1.8288, {'other'}
101.1528,1.778, {'wrestler'}
91.17360000000001,1.8542, {'hockey player'}
95.256,1.8034, {'other'}
78.0,1.85, {'other'}
105.0,1.91, {'rugby player'}
83.916,1.8796, {'basketball player'}
77.0,1.88, {'other'}
86.184,1.905, {'basketball player'}
96.0,1.91, {'rugby player'}
88.452,1.8542, {'hockey player'}
76.2048,1.8796, {'basketball player'}
79.8336,1.8288, {'swimmer'}
92.988,1.9304, {'other'}
77.112,1.8542, {'other'}
86.184,1.8796, {'basketball player'}
81.648,1.8288, {'other'}
94.0,1.85, {'rugby player'}
97.524,2.032, {'basketball player'}
109.0,1.85, {'rugby player'}
87.0,1.83, {'rugby player'}
90.72,1.905, {'other'}
86.184,1.778, {'hockey player'}
63.9576,1.7018, {'hockey player'}
86.184,1.778, {'hockey player'}
81.648,1.778, {'other'}
81.648,1.8034, {'other'}
88.452,1.8288, {'basketball player'}
102.06,1.8542, {'other'}
92.988,1.9304, {'other'}
79.38,1.778, {'basketball player'}
78.0192,1.778, {'hockey player'}
89.81280000000001,1.8796, {'other'}
79.38,1.8288, {'other'}
89.81280000000001,2.0574, {'basketball player'}
165.564,1.9558, {'other'}
96.1632,1.8034, {'martial artist'}
110.2248,1.8542, {'wrestler'}
95.0,1.85, {'rugby player'}
83.916,2.0066, {'basketball player'}
95.256,1.8288, {'other'}
97.524,1.905, {'other'}
86.184,1.8034, {'other'}
79.38,1.8288, {'other'}
97.0,1.83, {'rugby player'}
77.112,1.8542, {'golf player'}
61.236,1.7272, {'martial artist'}
83.916,1.8034, {'hockey player'}
79.38,1.8542, {'basketball player'}
113.4,1.905, {'other'}
90.72,1.8288, {'hockey player'}
73.0,1.8, {'volleyball player'}
83.0,1.75, {'rugby player'}
68.0,1.7, {'other'}
77.112,1.8288, {'golf player'}
86.184,1.778, {'other'}
91.0,1.9, {'other'}
104.328,1.8288, {'other'}
83.916,1.8288, {'swimmer'}
93.8952,1.778, {'wrestler'}
88.452,1.8288, {'other'}
83.46239999999999,1.8288, {'other'}
88.452,1.9812, {'basketball player'}
86.184,1.8034, {'other'}
67.0,1.78, {'other'}
92.988,1.8542, {'other'}
71.0,1.71, {'rugby player'}
83.00880000000001,1.8034, {'hockey player'}
104.0,2.06, {'basketball player'}
114.0,1.8, {'rugby player'}
88.452,1.97485, {'basketball player'}
95.0,2.03, {'basketball player'}
81.648,1.778, {'other'}
54.432,1.8034, {'other'}
57.1536,1.5748, {'hockey player'}
89.3592,1.8288, {'other'}
88.452,1.9558, {'basketball player'}
108.864,2.0827999999999998, {'basketball player'}
90.72,1.9304, {'basketball player'}
104.328,2.0827999999999998, {'basketball player'}
142.884,1.905, {'other'}
81.648,1.9304, {'basketball player'}
101.6064,1.9557999999999998, {'wrestler'}
138.348,1.8542, {'other'}
58.968,1.524, {'swimmer'}
92.0,1.8, {'wrestler'}
94.0,1.524, {'weightlifter'}
90.0,1.84, {'rugby player'}
81.648,1.905, {'basketball player'}
122.472,2.0827999999999998, {'basketball player'}
81.648,1.8288, {'basketball player'}
129.276,1.905, {'other'}
55.7928,1.524, {'other'}
107.0,1.86, {'wrestler'}
98.0,1.8, {'wrestler'}
86.0,1.75, {'wrestler'}
69.0,1.9, {'volleyball player'}
70.0,1.91, {'volleyball player'}
74.0,1.85, {'volleyball player'}
70.0,1.74, {'golf player'}
72.0,1.72, {'martial artist'}
80.0,1.78, {'wrestler'}
54.432,1.6002, {'martial artist'}
72.0,1.76, {'badminton player'}
77.0,1.74, {'golf player'}
83.916,1.8034, {'martial artist'}
78.0192,1.7272, {'martial artist'}
58.0,1.67, {'other'}
63.504,1.7018, {'martial artist'}
90.0,1.94, {'volleyball player'}
67.0,1.75, {'other'}
72.0,1.75, {'other'}
95.256,1.9558, {'basketball player'}
86.184,1.8034, {'hockey player'}
102.06,2.0066, {'basketball player'}
117.936,2.0827999999999998, {'basketball player'}
87.54480000000001,1.7526, {'other'}
104.328,1.9812, {'basketball player'}
73.0,1.83, {'other'}
82.1016,1.8034, {'basketball player'}
96.1632,1.905, {'other'}
96.6168,1.778, {'other'}
83.916,1.905, {'basketball player'}
79.8336,1.8542, {'other'}
103.4208,2.032, {'basketball player'}
72.576,1.8288, {'other'}
102.06,1.9304, {'golf player'}
67.0,1.67, {'boxer'}
82.0,1.8, {'rugby player'}
81.0,1.88, {'badminton player'}
91.0,1.9, {'handball player'}
91.17360000000001,1.905, {'hockey player'}
89.0,2.01, {'other'}
95.256,2.0066, {'basketball player'}
68.0,1.85, {'swimmer'}
75.0,1.8288, {'shooter'}
88.0,1.93, {'handball player'}
76.20351816,1.524, {'rugby player'}
77.112,1.7272, {'rugby player'}
69.0,1.7, {'rugby player'}
72.576,1.778, {'other'}
70.0,1.7, {'swimmer'}
95.256,1.8542, {'other'}
89.81280000000001,1.7272, {'rugby player'}
108.864,2.0574, {'basketball player'}
90.72,1.8542, {'hockey player'}
76.2048,1.8288, {'basketball player'}
81.648,1.8542, {'basketball player'}
95.256,1.9812, {'basketball player'}
79.0,1.81, {'cyclist'}
120.0,1.8542, {'wrestler'}
83.916,1.9304, {'basketball player'}
86.184,1.8796, {'basketball player'}
77.0,1.79, {'other'}
103.0,1.83, {'rugby player'}
83.916,1.524, {'basketball player'}
99.792,2.0066, {'basketball player'}
90.72,1.8034, {'wrestler'}
140.616,1.905, {'other'}
89.81280000000001,1.8542, {'hockey player'}
66.0,1.78, {'cyclist'}
73.0,1.88, {'cyclist'}
99.792,2.032, {'basketball player'}
104.328,1.9304, {'wrestler'}
106.0,1.85, {'rugby player'}
52.0,1.69, {'cyclist'}
99.792,1.9558, {'basketball player'}
66.2256,1.7272, {'martial artist'}
95.256,2.032, {'basketball player'}
102.06,2.032, {'basketball player'}
95.256,1.9812, {'basketball player'}
95.256,1.97485, {'basketball player'}
75.0,1.78, {'other'}
79.38,1.8796, {'basketball player'}
97.524,1.8542, {'other'}
124.74,0.0, {'wrestler'}
97.524,1.9812, {'basketball player'}
98.4312,1.905, {'other'}
113.4,1.8288, {'wrestler'}
104.328,1.8288, {'wrestler'}
83.916,1.778, {'golf player'}
88.452,1.905, {'other'}
89.4,1.83, {'cyclist'}
60.0,1.84, {'volleyball player'}
83.916,1.905, {'basketball player'}
92.0,1.83, {'wrestler'}
88.452,2.032, {'basketball player'}
92.988,1.8796, {'golf player'}
75.0,1.8, {'swimmer'}
77.112,1.778, {'martial artist'}
76.2048,1.8288, {'basketball player'}
79.38,1.8796, {'basketball player'}
74.844,1.778, {'other'}
82.0,1.778, {'rugby player'}
77.112,1.905, {'basketball player'}
137.4408,1.9304, {'other'}
87.54480000000001,1.9304, {'basketball player'}
99.792,1.9304, {'other'}
111.132,2.0066, {'basketball player'}
106.596,1.8542, {'other'}
95.256,2.032, {'basketball player'}
107.50319999999999,1.905, {'other'}
70.308,1.7526, {'other'}
92.53439999999999,1.778, {'other'}
142.4304,1.9812, {'other'}
106.596,2.0574, {'basketball player'}
92.988,1.8542, {'other'}
102.0,2.03, {'tennis player'}
64.0,1.76, {'cyclist'}
95.0,1.74, {'wrestler'}
95.0,1.96, {'swimmer'}
79.8336,1.778, {'rugby player'}
115.0,1.8, {'wrestler'}
83.916,1.8796, {'other'}
91.17360000000001,1.9558, {'basketball player'}
106.596,2.0827999999999998, {'basketball player'}
81.648,1.778, {'other'}
86.184,1.905, {'golf player'}
88.452,1.8542, {'hockey player'}
98.4312,1.905, {'hockey player'}
68.04,1.7272, {'golf player'}
102.0,1.8, {'rugby player'}
102.0,1.8, {'other'}
90.72,1.905, {'hockey player'}
90.72,1.8796, {'hockey player'}
88.452,1.8288, {'other'}
88.9056,1.8542, {'other'}
83.916,1.8288, {'other'}
79.38,1.778, {'hockey player'}
90.72,1.905, {'other'}
115.0,1.86, {'wrestler'}
82.5,1.74, {'wrestler'}
61.0,1.69, {'table tennis player'}
83.0,1.99, {'volleyball player'}
99.0,1.88, {'wrestler'}
93.0,2.0, {'volleyball player'}
92.988,1.9558, {'basketball player'}
102.0,1.86, {'wrestler'}
70.0,1.74, {'badminton player'}
92.988,2.032, {'basketball player'}
82.1016,1.8034, {'hockey player'}
106.596,1.8542, {'other'}
80.0,1.9, {'volleyball player'}
77.0,1.82, {'other'}
95.256,1.8542, {'other'}
136.9872,1.9558, {'other'}
122.472,2.0827999999999998, {'basketball player'}
102.06,2.0574, {'basketball player'}
118.0,1.91, {'wrestler'}
96.0,1.83, {'wrestler'}
83.916,1.778, {'golf player'}
88.9056,1.7018, {'other'}
99.792,2.1082, {'basketball player'}
97.524,1.9812, {'basketball player'}
92.988,1.8542, {'hockey player'}
102.06,2.0827999999999998, {'basketball player'}
92.0808,1.9558, {'basketball player'}
86.184,1.94, {'basketball player'}
92.988,2.00025, {'basketball player'}
67.0,1.78, {'swimmer'}
73.0,1.73, {'rugby player'}
104.328,2.032, {'basketball player'}
83.46239999999999,1.7272, {'other'}
79.38,1.8288, {'golf player'}
77.112,1.8542, {'basketball player'}
37.1952,1.2192, {'other'}
71.0,1.905, {'volleyball player'}
69.0,1.69, {'cyclist'}
74.0,1.78, {'badminton player'}
80.0,1.75, {'rugby player'}
83.916,1.8288, {'other'}
79.8336,1.8542, {'basketball player'}
57.0,1.61, {'badminton player'}
92.988,2.032, {'basketball player'}
86.184,1.8288, {'hockey player'}
120.6576,1.8288, {'wrestler'}
92.988,1.8542, {'hockey player'}
103.0,1.88, {'rugby player'}
90.72,1.8796, {'other'}
97.524,1.8288, {'other'}
91.6272,1.8542, {'other'}
81.19439999999999,1.9558, {'basketball player'}
144.6984,1.9304, {'other'}
57.0,1.524, {'swimmer'}
101.0,1.88, {'rugby player'}
90.72,1.8288, {'other'}
61.236,1.7018, {'martial artist'}
115.2144,0.0, {'wrestler'}
64.4112,1.6256, {'hockey player'}
119.7504,1.9558, {'other'}
68.0,1.68, {'swimmer'}
49.0,1.61, {'other'}
62.0,1.79, {'swimmer'}
78.0,1.83, {'rower'}
77.0,1.7, {'handball player'}
78.0,1.89, {'volleyball player'}
102.06,2.0827999999999998, {'basketball player'}
85.0,1.91, {'volleyball player'}
90.0,1.73, {'wrestler'}
90.0,1.83, {'rower'}
75.0,1.83, {'other'}
50.0,1.59, {'swimmer'}
68.04,1.7018, {'basketball player'}
91.6272,1.905, {'other'}
95.256,1.8796, {'other'}
99.792,1.9558, {'basketball player'}
111.0,1.81, {'rugby player'}
101.6064,1.9558, {'other'}
73.0296,1.7526, {'hockey player'}
79.38,1.8288, {'basketball player'}
66.0,1.91, {'volleyball player'}
79.38,1.8288, {'basketball player'}
89.0,2.03, {'tennis player'}
84.8232,1.778, {'other'}
95.256,1.8288, {'hockey player'}
87.0912,1.8542, {'hockey player'}
80.0,1.75, {'rugby player'}
98.0,1.88, {'rugby player'}
71.0,1.72, {'swimmer'}
93.44160000000001,1.8542, {'other'}
102.06,2.0827999999999998, {'basketball player'}
62.0,1.8, {'other'}
105.0,1.88, {'rugby player'}
93.0,2.0, {'swimmer'}
89.81280000000001,1.8796, {'basketball player'}
75.0,1.7, {'rugby player'}
79.0,1.88, {'cyclist'}
90.72,1.9812, {'basketball player'}
96.1632,1.8542, {'hockey player'}
88.90410451999999,1.8288, {'rugby player'}
106.0,1.85, {'rugby player'}
86.184,1.8034, {'other'}
92.988,1.905, {'basketball player'}
77.112,1.8288, {'martial artist'}
83.916,1.778, {'basketball player'}
120.0,1.91, {'rugby player'}
77.112,1.8796, {'basketball player'}
83.916,1.8034, {'martial artist'}
86.184,1.8288, {'golf player'}
91.6272,1.8796, {'hockey player'}
78.0192,1.7526, {'hockey player'}
99.792,2.032, {'basketball player'}
83.916,1.8034, {'other'}
90.72,1.8796, {'other'}
90.72,1.8288, {'swimmer'}
68.04,1.524, {'badminton player'}
101.0,1.88, {'rugby player'}
95.256,1.905, {'other'}
86.184,1.8034, {'hockey player'}
88.452,1.8034, {'other'}
92.988,1.9304, {'hockey player'}
110.0,1.84, {'rugby player'}
69.0,1.76, {'cyclist'}
70.0,1.82, {'cyclist'}
88.452,1.8796, {'hockey player'}
82.5552,1.8288, {'basketball player'}
86.184,1.8034, {'other'}
124.74,1.9558, {'other'}
86.184,1.8034, {'hockey player'}
87.0,1.78, {'other'}
85.0,1.9, {'swimmer'}
79.38,1.7272, {'hockey player'}
124.74,2.1336, {'basketball player'}
108.864,2.0574, {'basketball player'}
77.0,1.85, {'other'}
86.184,1.905, {'basketball player'}
79.8336,1.8542, {'hockey player'}
79.8336,1.8034, {'other'}
88.9056,1.8034, {'hockey player'}
82.5552,1.778, {'other'}
89.0,1.83, {'rugby player'}
113.4,1.905, {'wrestler'}
83.916,1.9304, {'basketball player'}
84.8232,1.778, {'hockey player'}
113.4,2.0827999999999998, {'basketball player'}
83.916,1.8796, {'golf player'}
61.0,1.78, {'other'}
95.70960000000001,1.8796, {'basketball player'}
106.596,2.0066, {'basketball player'}
79.8336,1.7272, {'other'}
95.256,1.9558, {'basketball player'}
108.864,2.1082, {'basketball player'}
88.0,1.8, {'rugby player'}
83.916,1.9304, {'hockey player'}
78.0,1.7, {'rugby player'}
95.256,1.9558, {'basketball player'}
99.792,1.8796, {'other'}
88.452,1.8796, {'other'}
88.9056,1.8796, {'hockey player'}
105.23519999999999,1.905, {'other'}
83.916,1.8288, {'other'}
102.06,1.9558, {'hockey player'}
88.452,1.9304, {'basketball player'}
95.256,1.905, {'hockey player'}
97.0,1.8, {'rugby player'}
73.0,1.83, {'rower'}
78.0,1.8, {'other'}
82.5552,1.8288, {'other'}
98.8848,1.9304, {'other'}
76.0,1.778, {'rugby player'}
74.844,1.8034, {'basketball player'}
75.0,1.87, {'cyclist'}
95.0,1.91, {'rugby player'}
90.26639999999999,1.778, {'martial artist'}
86.184,1.8288, {'golf player'}
81.648,1.8542, {'basketball player'}
113.4,2.032, {'basketball player'}
111.132,1.905, {'martial artist'}
86.184,1.905, {'basketball player'}
82.1016,1.778, {'hockey player'}
108.864,1.778, {'wrestler'}
66.6792,1.7526, {'boxer'}
85.27680000000001,1.8288, {'hockey player'}
82.1016,1.8288, {'other'}
92.0,1.78, {'rugby player'}
74.844,1.778, {'golf player'}
90.72,1.8542, {'hockey player'}
78.0,1.98, {'volleyball player'}
77.112,1.778, {'martial artist'}
78.0192,1.7272, {'hockey player'}
86.184,1.8034, {'other'}
83.916,1.8796, {'basketball player'}
104.328,2.1336, {'basketball player'}
115.0,1.96, {'other'}
81.648,1.7272, {'hockey player'}
77.0,1.78, {'rugby player'}
83.00880000000001,1.8288, {'hockey player'}
111.132,2.0447, {'basketball player'}
96.0,1.83, {'rugby player'}
104.328,2.1082, {'basketball player'}
92.988,1.905, {'other'}
70.7616,1.7526, {'martial artist'}
108.864,1.524, {'other'}
87.99839999999999,1.8796, {'basketball player'}
72.576,1.8288, {'other'}
87.0,1.75, {'rugby player'}
92.988,1.9812, {'basketball player'}
99.792,1.9812, {'basketball player'}
91.17360000000001,1.905, {'hockey player'}
86.184,1.905, {'basketball player'}
113.8536,2.0827999999999998, {'basketball player'}
90.72,1.8796, {'other'}
80.0,1.74, {'rugby player'}
88.452,1.9558, {'basketball player'}
92.988,1.8542, {'hockey player'}
90.72,1.8288, {'hockey player'}
93.349309746,1.8288, {'rugby player'}
90.72,1.8796, {'hockey player'}
93.8952,1.8542, {'other'}
92.53439999999999,2.0066, {'basketball player'}
83.916,1.9558, {'basketball player'}
88.452,1.8034, {'other'}
86.184,1.8288, {'other'}
69.85322498,1.7272, {'rugby player'}
95.256,2.0827999999999998, {'basketball player'}
53.0712,1.2192, {'hockey player'}
88.452,1.9558, {'basketball player'}
107.95498406,1.9304, {'rugby player'}
107.9568,1.905, {'other'}
95.0,1.88, {'rugby player'}
90.72,1.8796, {'hockey player'}
86.184,1.8034, {'other'}
87.99839999999999,1.8542, {'hockey player'}
83.916,1.8542, {'hockey player'}
80.0,1.7, {'rugby player'}
83.0,1.78, {'rugby player'}
91.6272,1.8034, {'hockey player'}
121.0,1.98, {'rugby player'}
83.916,1.9812, {'basketball player'}
103.0,2.0, {'handball player'}
75.7512,1.8034, {'golf player'}
93.0,1.79, {'rugby player'}
148.7808,2.1336, {'wrestler'}
81.648,1.8542, {'hockey player'}
83.916,1.7526, {'other'}
102.06,1.8796, {'other'}
82.0,1.96, {'volleyball player'}
113.4,2.0827999999999998, {'basketball player'}
117.936,1.9812, {'wrestler'}
100.0,1.78, {'rugby player'}
82.0,1.8, {'swimmer'}
115.0,2.01, {'rugby player'}
92.988,1.8796, {'hockey player'}
79.38,1.8796, {'basketball player'}
88.452,1.8796, {'basketball player'}
84.8232,1.8796, {'hockey player'}
123.3792,1.8288, {'wrestler'}
118.0,2.13, {'basketball player'}
95.256,1.9812, {'basketball player'}
81.648,1.8796, {'basketball player'}
73.0296,1.6764000000000001, {'wrestler'}
