Weight, Height
92988.0,2.01
70308.0,1.7526
79380.0,1.778
93441.6,1.9304
87998.4,1.8034
83916.0,1.8542
76203.51816,1.905
73936.8,1.78
73936.8,1.778
89000.0,1.91
83916.0,1.778
73000.0,1.73
90720.0,1.9304
91000.0,1.8
